FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,terrain,etablissment_tutelle_autre,sport,terrain_sport,geometry
_mview_general_terrains_sport.fid--830921d_193db4998a0_-331,Centrale,Tchaoudjo,Tchaoudjo 3,Kolina,Kolina,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.1417817293710968 9.103766554271452, 1.1412573597482398 9.104043123942787, 1.1417719585085593 9.105062570767373, 1.1423354115815674 9.104795649639957, 1.1417817293710968 9.103766554271452)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-330,Centrale,Tchaoudjo,Tchaoudjo 3,Kolina,Kolina,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.1436008590568427 9.10484324116241, 1.1441463461210837 9.104593046108365, 1.1436321235295785 9.103623835316569, 1.1431041192771558 9.103942063877387, 1.1436008590568427 9.10484324116241)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-32f,Centrale,Tchaoudjo,Tchaoudjo 3,Kolina,Tcha-ourode,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2204242884190228 9.120281168738789, 1.2202924754007938 9.120020875430725, 1.2208636651464528 9.119686212327139, 1.220982924543898 9.120051862739256, 1.2204242884190228 9.120281168738789)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-32e,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Yelivo,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.213975 8.953256666666666, 1.2144745032253121 8.953944039316113, 1.213938151401411 8.954243324406626, 1.2134058938662422 8.953523422015804, 1.213975 8.953256666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-32d,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Kparatao ,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.195066737694049 8.94960792713094, 1.1949949198876277 8.94856560244064, 1.1949949198876277 8.94856560244064, 1.1956412801454235 8.948521944796832, 1.1956578534853668 8.949569726802329, 1.195066737694049 8.94960792713094)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-32c,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Nsp,Dans une école,Nsp,1,{Handball},"MULTIPOLYGON (((1.1947416666666666 8.949603333333332, 1.1945800000000002 8.949606666666666, 1.194585 8.949385000000001, 1.1947166666666669 8.949385000000001, 1.1947416666666666 8.949603333333332)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-32b,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Nsp,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1937774076719883 8.957506288717887, 1.1932860245377392 8.956627563892114, 1.19269579996844 8.95689815557274, 1.1931307022826607 8.957737825381876, 1.1937774076719883 8.957506288717887)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-32a,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.215283847415064 8.956199834081936, 1.2151563555675045 8.955873541526598, 1.2142928880544872 8.956188385225301, 1.2144319700700068 8.956531850767465, 1.215283847415064 8.956199834081936)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-329,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Kparatao ,Dans une école,Nsp,1,{Volleyball},"MULTIPOLYGON (((1.1945651503681187 8.94959285804356, 1.1946894572466622 8.949594575435375, 1.1946807644579527 8.949378184002972, 1.1945616732526356 8.949377325306553, 1.1945651503681187 8.94959285804356)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-328,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Kparatao ,Dans une école,Nsp,1,{Basketball},"MULTIPOLYGON (((1.194209684906093 8.94960223592673, 1.1943844043052236 8.94959610838982, 1.1943657951384523 8.949334666718865, 1.1942003803227068 8.949336709232648, 1.194209684906093 8.94960223592673)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-327,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Kparatao ,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.19379629996707 8.957908836046379, 1.1943840099594785 8.957890503150413, 1.1943700905122898 8.958796452653187, 1.1938194990457176 8.958801035865841, 1.19379629996707 8.957908836046379)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-326,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Atchibidow,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2399364373869914 8.955116179358473, 1.2400735009040642 8.955627662882609, 1.2393475719062357 8.955873375300108, 1.2393475719062357 8.955873375300108, 1.2391775116165349 8.955396993931394, 1.2399364373869914 8.955116179358473)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-325,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Yelivo,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2143996208433059 8.955983196823372, 1.2144470905648632 8.956664678449654, 1.2157952306570934 8.956642796031964, 1.2157640106085978 8.9559209206411, 1.2143996208433059 8.955983196823372)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-324,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2980623332840193 8.962149358387714, 1.298180767275235 8.961437680166856, 1.298575547245954 8.96162291161881, 1.2984472437554704 8.962266346454983, 1.2980623332840193 8.962149358387714)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-323,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Alibi 2,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2972886097214749 8.96037075016064, 1.297979143014216 8.960575615878922, 1.2982182049343736 8.959623500717806, 1.2975340809288158 8.959442623677, 1.2972886097214749 8.96037075016064)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-322,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Koloware,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2926066666666667 8.954826666666666, 1.2934116666666666 8.954455, 1.2936516666666666 8.955003333333334, 1.29287 8.955353333333333, 1.2926066666666667 8.954826666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-321,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Koloware,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2873316666666668 8.954168333333334, 1.2865733333333333 8.954285, 1.2864633333333333 8.953384999999999, 1.2871416666666666 8.953296666666667, 1.2873316666666668 8.954168333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-320,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Nsp,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.265525 8.96, 1.26472 8.959848333333333, 1.26472 8.959848333333333, 1.2647216666666667 8.960458333333333, 1.2647216666666667 8.960458333333333, 1.2654801263837663 8.960459288219171, 1.265525 8.96)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-31f,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Kploware ,Dans une école,Nsp,2,{Atheltisme},"MULTIPOLYGON (((1.2872416666666666 8.954125, 1.2865453501953117 8.954202811104496, 1.2864387964292325 8.953385246521421, 1.2870582950692275 8.95328488667049, 1.2872416666666666 8.954125)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-31e,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Kloware ,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2867675554153502 8.961448376175964, 1.2874002714370623 8.96145847998381, 1.287378003735956 8.962440589330402, 1.2867966963451298 8.962449333645337, 1.2867675554153502 8.961448376175964)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-31d,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Sabaringade,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.326371958427628 8.982656471797375, 1.3258712957805416 8.982956118687229, 1.326293464707534 8.983664373987555, 1.3267771557394652 8.983431781423212, 1.326371958427628 8.982656471797375)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-31c,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Sada Nima,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.271367375957758 8.862666720887146, 1.2724506296585392 8.862720109774548, 1.2724506296585392 8.862720109774548, 1.2724557757568802 8.86218876288294, 1.2713956794986332 8.862127746922763, 1.271367375957758 8.862666720887146)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-31b,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Bonangana,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.263345098684975 8.877045460759156, 1.2637135745761814 8.876769655957247, 1.264046319471877 8.877261691578841, 1.2637024086400843 8.877519844533383, 1.263345098684975 8.877045460759156)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-31a,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Birini-tognon,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2293516666666666 8.877388333333332, 1.2287050000000002 8.877289999999999, 1.228695 8.876776666666666, 1.2293797226723202 8.876873660544586, 1.2293516666666666 8.877388333333332)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-319,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.128159468055954 9.002909508446775, 1.1285871234544649 9.003343310900618, 1.1282952775406165 9.003565919852523, 1.1278936282136363 9.003174927115195, 1.128159468055954 9.002909508446775)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-318,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Kuwawu Woro,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1284683333333334 8.998158333333333, 1.1275183333333334 8.998208333333334, 1.1274899999999999 8.997646666666666, 1.128455 8.997608333333334, 1.1284683333333334 8.998158333333333)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-317,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Tchakpalade,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1033916666666668 8.997235, 1.1033916666666668 8.997235, 1.10425 8.996973333333333, 1.1040666666666668 8.996421666666667, 1.1032204366652896 8.996693450197185, 1.1033916666666668 8.997235)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-316,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bamabodolo,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1210591482838703 8.9990177860443, 1.1214349633040268 8.99940444129092, 1.1220741707783375 8.998800864434259, 1.121655666861932 8.998376200727224, 1.1210591482838703 8.9990177860443)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-315,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Barrière,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1378483333333334 8.996625, 1.1381183333333333 8.997308333333333, 1.1381183333333333 8.997308333333333, 1.1381183333333333 8.997308333333333, 1.1381183333333333 8.997308333333333, 1.1381183333333333 8.997308333333333, 1.13844 8.997163333333333, 1.13823 8.996486666666668, 1.1378483333333334 8.996625)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-314,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Kpondjodjo,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.152676640148635 8.986939630123837, 1.1522278437034463 8.986571243146983, 1.1516753598036797 8.987178087884248, 1.152113323231226 8.987549531390677, 1.152676640148635 8.986939630123837)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-313,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Komah 1,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1390164283840571 8.977781838924052, 1.1384747778808324 8.977966171674444, 1.1388191887050116 8.978793419937055, 1.1393578047516357 8.978597098509287, 1.1390164283840571 8.977781838924052)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-312,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Didaure,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.13960019141347 8.980785206675383, 1.140053333333334 8.980735866401641, 1.1401104220791436 8.981409008128551, 1.139688576301227 8.981447039576725, 1.13960019141347 8.980785206675383)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-311,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Didaure,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1367835596373865 8.982323030121988, 1.1370822018130655 8.981634743281672, 1.1375025130232805 8.981815009009026, 1.1371209146876908 8.982503295507055, 1.1371209146876908 8.982503295507055, 1.1367835596373865 8.982323030121988)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-310,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Akokode,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1272757116057894 8.977397710724404, 1.12754438153625 8.97803140869181, 1.12754438153625 8.97803140869181, 1.1267659032646788 8.978445337159991, 1.1263208400485154 8.977916596332264, 1.1272757116057894 8.977397710724404)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-30f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Komah 2,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1403574163753902 8.969944838285215, 1.1409295364197105 8.969971748911233, 1.1409072460283733 8.970854905621584, 1.140367323215985 8.970840227134266, 1.1403574163753902 8.969944838285215)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-30e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bamabodolo,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.11921 8.997063333333333, 1.1191316666666669 8.996673333333332, 1.1198249999999998 8.9963, 1.1200083333333335 8.996763333333332, 1.11921 8.997063333333333)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-30d,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Koulounde,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1635636041334156 8.978936041050849, 1.1634938271452486 8.97870466022569, 1.1636604375047501 8.978684264948303, 1.1637017340895839 8.978925491776318, 1.1635636041334156 8.978936041050849)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-30c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Koulounde 2 Ga,Dans une école,Nsp,4,"{Football,Atheltisme,Baseball,Lutte traditionnelle}","MULTIPOLYGON (((1.162518682714197 8.978809990057531, 1.16234686399074 8.978165850449905, 1.16234686399074 8.978165850449905, 1.1614994852864178 8.978439706351047, 1.1614994852864178 8.978439706351047, 1.1616713040098747 8.979018274476266, 1.162518682714197 8.978809990057531)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-30b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Koulounde,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.158684849444676 8.98006880128936, 1.1585094591903267 8.979399734132807, 1.1594710816193468 8.979130912159734, 1.159622280114476 8.979788032186507, 1.158684849444676 8.98006880128936)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-30a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Nsp,Dans une école,Nsp,2,{Atheltisme},"MULTIPOLYGON (((1.1755319677448397 8.981227631476722, 1.1753318345072172 8.980561168507993, 1.175829308555021 8.980425616567809, 1.1759493884975947 8.98112031972553, 1.1755319677448397 8.981227631476722)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-309,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Nsp,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1305380605516977 8.975578797417391, 1.1308664243570352 8.975475161188314, 1.1306196657577579 8.974718999657822, 1.1302738151225504 8.974847585613064, 1.1305380605516977 8.975578797417391)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-308,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Koulounde,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1722213765659881 8.97231815408, 1.172683962201135 8.972026021363455, 1.1730669224400683 8.972954852775576, 1.1725853783772509 8.973153352728698, 1.1722213765659881 8.97231815408)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-307,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Salimde,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.1684553159694775 8.98409384298493, 1.1684089741476096 8.983401521343655, 1.1692547123966965 8.983315696254667, 1.1693473960404321 8.98393935810523, 1.1684553159694775 8.98409384298493)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-306,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1476534539751246 8.96509284957511, 1.1482883068129723 8.965128079749547, 1.148202708677532 8.966227259475252, 1.1475963885514988 8.966177937379367, 1.1476534539751246 8.96509284957511)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-305,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Nsp,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1094883529855657 8.986888248867885, 1.1096138886331206 8.9872996852158, 1.1096138886331206 8.9872996852158, 1.10997908324419 8.987223597707224, 1.10997908324419 8.987223597707224, 1.1098792253427259 8.986814979332257, 1.1094883529855657 8.986888248867885)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-304,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Tchawanda,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.123695602303196 8.990464632662793, 1.1231398512065731 8.990608262834527, 1.1230505854863904 8.990257008749495, 1.1238395792712335 8.990047962634344, 1.1239158870642934 8.990416281899098, 1.123695602303196 8.990464632662793)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-303,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Didaoure,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1401287546965069 8.981077956504269, 1.1401465591499935 8.98141209358006, 1.1396978869221235 8.981431438348702, 1.1395412077314389 8.980640060607097, 1.1401073893523226 8.980580267551984, 1.1401287546965069 8.981077956504269)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-302,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Komah 1,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1389156045180113 8.978671057890871, 1.138749231626079 8.97872085614284, 1.138517317897931 8.977891714356598, 1.1390466861904425 8.977707460368881, 1.1393038079325195 8.978551542058243, 1.1389156045180113 8.978671057890871)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-301,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Akokode,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1273599863351131 8.977301791687497, 1.1277182513440134 8.977928283346007, 1.1277182513440134 8.977928283346007, 1.1266063029089808 8.978570501705212, 1.1262055768619883 8.977902070327598, 1.1273599863351131 8.977301791687497)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-300,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Quartier Administratif ,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.12881 8.97715, 1.1287287589647692 8.977179097436565, 1.1288754441672688 8.977850041525334, 1.1297623254685376 8.977687320979944, 1.1296427206111148 8.97700077321748, 1.12881 8.97715)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-2ff,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Quartier Administratif ,Dans une école,Nsp,3,"{Basketball,Handball,Volleyball}","MULTIPOLYGON (((1.130613564667715 8.974651902037213, 1.1302825809614623 8.9747647992705, 1.130549272868659 8.97560447134067, 1.1308635883307125 8.97550098245104, 1.130613564667715 8.974651902037213)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-2fe,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Quartier Administratif ,Dans une école,Nsp,4,"{Volleyball,Basketball,Football,Atheltisme}","MULTIPOLYGON (((1.1329008054183687 8.973173226896124, 1.1333558887056396 8.972899072808172, 1.1336909500270371 8.973543705064264, 1.133448405637667 8.973686956521203, 1.13329337726508 8.973464669753472, 1.133153351638227 8.973548644770618, 1.1329008054183687 8.973173226896124)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-2fd,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Komah 2,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1409444465090341 8.970861809979983, 1.1409510404426382 8.969915212766798, 1.1403400025953145 8.969913041669438, 1.1403356066395784 8.970866152163346, 1.1409444465090341 8.970861809979983)))"
