FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,terrain,etablissment_tutelle_autre,sport,terrain_sport,geometry
_mview_general_terrains_sport.fid--830921d_193db4998a0_-98f,Maritime,Yoto,Yoto 2,Zafi,Yoto Kope,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3127174103002324 6.740336152118353, 1.3123133333333332 6.740655, 1.3123133333333332 6.740655, 1.3127316666666669 6.741359999999999, 1.3131816666666665 6.741023333333334, 1.3127174103002324 6.740336152118353)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-98e,Maritime,Yoto,Yoto 2,Zafi,Mangotigome,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3303699999999998 6.731728333333333, 1.3301160644125858 6.731965401128713, 1.3302988118140555 6.732126107530447, 1.330527594820476 6.731893360310663, 1.3303699999999998 6.731728333333333)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-98d,Maritime,Yoto,Yoto 3,Gboto,Kossidame,Dans une école,Nsp,5,{Football},"MULTIPOLYGON (((1.484060166448151 6.680232488160269, 1.484510032821226 6.679918726632058, 1.4840201783260996 6.6791760244912135, 1.4834983333333325 6.6794957440002145, 1.484060166448151 6.680232488160269)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-98c,Maritime,Yoto,Yoto 3,Gboto,Assigamé,Dans une école,Nsp,5,{Football},"MULTIPOLYGON (((1.4980903556843066 6.672979676388736, 1.4978319182723967 6.672377020420765, 1.4978319182723967 6.672377020420765, 1.498663412554194 6.672036631074111, 1.4989415136822275 6.672608596644338, 1.4980903556843066 6.672979676388736)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-98b,Maritime,Yoto,Yoto 3,Gboto,Gboto Assigame,Dans une école,Nsp,5,{Football},"MULTIPOLYGON (((1.5048172035380425 6.671982215838412, 1.5050794807266132 6.671950846614494, 1.5049490287218266 6.671354830978362, 1.5046840051752601 6.671424388904627, 1.5048172035380425 6.671982215838412)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-98a,Maritime,Yoto,Yoto 3,Gboto,Vodoupe,Dans une école,Nsp,3,"{Football,Atheltisme,autre}","MULTIPOLYGON (((1.5283311543852327 6.669174801048684, 1.5284317872915414 6.6681047019651585, 1.5283742411348853 6.667999607041022, 1.5282925627189867 6.667947981455999, 1.5281923210267476 6.667901887179061, 1.5281106426108488 6.667881605695834, 1.5280141135738778 6.667887137009523, 1.5279361478132474 6.667907418492522, 1.5278303371381055 6.667942450142995, 1.527750515049841 6.667986700645277, 1.527659064415717 6.66906641355334, 1.5276853056325823 6.66914259961742, 1.5277498993971734 6.6691887122293965, 1.5278266044926254 6.6692167807736915, 1.527957810576951 6.669240839524666, 1.5280504849507317 6.66924420008973, 1.5281483690554316 6.669238307863265, 1.5282551517151035 6.669222104240119, 1.5283311543852327 6.669174801048684)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-989,Maritime,Yoto,Yoto 3,Gboto,Gboto Vodoupe,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.525391666666667 6.6733649999999995, 1.525391666666667 6.6733649999999995, 1.5257575648871347 6.6727349973831815, 1.5253960225978627 6.67251218647774, 1.5250540819989733 6.673178455679737, 1.525391666666667 6.6733649999999995)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-988,Maritime,Yoto,Yoto 3,Gboto,Gboto Djatadevo,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.514633476463226 6.670285580251736, 1.51444005907944 6.669822774045097, 1.5152242786536991 6.669417599950585, 1.5154194543773376 6.669892631613737, 1.514633476463226 6.670285580251736)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-987,Maritime,Yoto,Yoto 3,Gboto,Gboto Atchame,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.5268447428332201 6.676692155852072, 1.5274800489527085 6.676748178990654, 1.5275245797554764 6.676205638852645, 1.5268477115534045 6.676193844495141, 1.5268477115534045 6.676193844495141, 1.5268447428332201 6.676692155852072)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-986,Maritime,Yoto,Yoto 3,Gboto,Gboto Zeve,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.4751499999999997 6.7045200000000005, 1.4751499999999997 6.7045200000000005, 1.4751499999999997 6.7045200000000005, 1.4752103848661382 6.704307878484531, 1.4759304155260349 6.7046605000845565, 1.4758819996713175 6.7047850272320035, 1.4751499999999997 6.7045200000000005)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-985,Maritime,Yoto,Yoto 3,Gboto,Gboto Zeve,Dans une école,Nsp,2,"{Basketball,Atheltisme}","MULTIPOLYGON (((1.4774386229993572 6.711215013345613, 1.4779238469372362 6.71119968793283, 1.477718098270998 6.710348275353795, 1.4772980280774277 6.7103874403650945, 1.4772980280774277 6.7103874403650945, 1.4774386229993572 6.711215013345613)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-984,Maritime,Yoto,Yoto 3,Gboto,Gboto Assigame,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.504826066283523 6.672005148314955, 1.5051169529737225 6.6719814110292255, 1.5050158937480191 6.67126997013161, 1.5047434435381843 6.67134525134316, 1.504826066283523 6.672005148314955)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-983,Maritime,Yoto,Yoto 3,Gboto,Gboto Zeve,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.479850147887769 6.713044902292921, 1.4798698717461511 6.712114441345473, 1.4804369326746383 6.711992012141048, 1.4804714494268072 6.713054696609225, 1.479850147887769 6.713044902292921)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-982,Maritime,Yoto,Yoto 3,Gboto, Klohome ,Dans une école,Nsp,5,{Football},"MULTIPOLYGON (((1.5182862149766536 6.6697903652732435, 1.5187567314966322 6.669816042859212, 1.5187463904742151 6.669054273903269, 1.5182396803757772 6.669062833111599, 1.5182862149766536 6.6697903652732435)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-981,Maritime,Yoto,Yoto 3,Gboto,Gboto Vodoupe,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.5261065599054384 6.668858243615162, 1.5267080716657075 6.668818208848277, 1.5266801664809528 6.667857373461834, 1.526072453568516 6.667872771479674, 1.5261065599054384 6.668858243615162)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-980,Maritime,Yoto,Yoto 3,Gboto,Gboto Vodoupe,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.5276004381182864 6.669197338599306, 1.5276004381182864 6.669197338599306, 1.5283245703982848 6.669225205530427, 1.5283927083065505 6.667910150053637, 1.5276952967748914 6.667919439055252, 1.5276004381182864 6.669197338599306)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-97f,Maritime,Yoto,Yoto 3,Gboto,Vodoupe,Dans une école,Nsp,1,"{Handball,Atheltisme}","MULTIPOLYGON (((1.5282550000000001 6.667856666666667, 1.52787 6.667803333333334, 1.5278233333333333 6.667411666666667, 1.5282987965300008 6.667470728481567, 1.5282550000000001 6.667856666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-97e,Maritime,Yoto,Yoto 3,Tométy-Kondji,Apedome,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5502833333333332 6.773499999999999, 1.5501633333333336 6.772983333333333, 1.549653333333333 6.773075, 1.5498416666666666 6.77392, 1.5503516666666664 6.773826666666667, 1.5502799999999999 6.773493333333333, 1.5502833333333332 6.773499999999999)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-97d,Maritime,Yoto,Yoto 3,Tométy-Kondji,Tomety Kondji,Dans une école,Nsp,3,"{Football,Atheltisme}","MULTIPOLYGON (((1.5336764240780008 6.778298224436392, 1.5343856597739893 6.778053517493361, 1.5342338953559918 6.777650646036067, 1.5335306701320028 6.77790729011445, 1.5336764240780008 6.778298224436392)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-97c,Maritime,Yoto,Yoto 3,Tométy-Kondji,Tomety Kondji,Dans une école,Nsp,3,"{Football,Atheltisme}","MULTIPOLYGON (((1.5333218343966768 6.773203106440297, 1.5342445695204638 6.772885813193753, 1.534381934619798 6.773309859261373, 1.5334711442872577 6.77364494435186, 1.5333218343966768 6.773203106440297)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-97b,Maritime,Yoto,Yoto 3,Tométy-Kondji,Tomety Kondji,Dans une école,Nsp,1,{Basketball},"MULTIPOLYGON (((1.533189486938756 6.773699345286976, 1.5334287593341198 6.773620144542012, 1.5333170988829499 6.773337661779082, 1.5331044123092925 6.773422142622717, 1.533189486938756 6.773699345286976)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-97a,Maritime,Yoto,Yoto 3,Tométy-Kondji,Dowohoe,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5413381666723303 6.77389563982022, 1.5416812560302728 6.774002652784002, 1.5419407723394853 6.773323447651856, 1.541569092201715 6.7732164345373995, 1.5413381666723303 6.77389563982022)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-979,Maritime,Yoto,Yoto 3,Tométy-Kondji,Kodehoe,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.5436495201869955 6.767712455972851, 1.5442270329876149 6.767765350561936, 1.544302726412939 6.766810463140763, 1.5437224101521227 6.766749216652801, 1.5436495201869955 6.767712455972851)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-978,Maritime,Yoto,Yoto 3,Tométy-Kondji,Kodehoe,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5426366666666667 6.7623016666666675, 1.5423683333333336 6.76243, 1.542615 6.762973333333334, 1.543555 6.7624933333333335, 1.543225 6.762038333333334, 1.5426388426616369 6.762299556720163, 1.5426366666666667 6.7623016666666675)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-977,Maritime,Yoto,Yoto 3,Tométy-Kondji,Alakpadji,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.551607138727306 6.757636041239971, 1.5516832022053775 6.757769595945171, 1.5519102902703452 6.757638230661666, 1.5518375339000159 6.757516717742648, 1.551607138727306 6.757636041239971)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-976,Maritime,Yoto,Yoto 3,Tométy-Kondji,Hognon-kondji,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.4942783135242226 6.744169801706696, 1.4940711263969777 6.7437404402370795, 1.4943950038815308 6.743610775664167, 1.494598257235024 6.744007676882246, 1.4942783135242226 6.744169801706696)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-975,Maritime,Yoto,Yoto 3,Tométy-Kondji,Dzrekpo Zouvi,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.50111806026777 6.7893376368273595, 1.5015197034948093 6.789294227115037, 1.5014350032224402 6.78866207273564, 1.5010333599954018 6.78873803982942, 1.50111806026777 6.7893376368273595)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-974,Maritime,Yoto,Yoto 3,Tométy-Kondji,Zouvi,Dans une école,Nsp,1,"{Football,Atheltisme}","MULTIPOLYGON (((1.5110047528233497 6.782306156821697, 1.511476122949257 6.782552911837426, 1.5118168415728752 6.7819194889139895, 1.5113634040061057 6.781680365184186, 1.5110047528233497 6.782306156821697)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-973,Maritime,Yoto,Yoto 3,Tométy-Kondji,Dzomle Kondji,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.499709166102121 6.782813709244271, 1.4999608505265807 6.782975117743917, 1.5001985524830146 6.782560315146484, 1.4999468680585546 6.782402377661943, 1.499709166102121 6.782813709244271)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-972,Maritime,Yoto,Yoto 3,Tométy-Kondji,Donomade,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5307754528538227 6.791240865882837, 1.530811150284506 6.791420827354376, 1.5311749894818545 6.791339026693839, 1.531122816313933 6.791160428536667, 1.5307754528538227 6.791240865882837)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-971,Maritime,Yoto,Yoto 3,Tométy-Kondji,Agodome,Dans une école,Nsp,6,"{Football,autre}","MULTIPOLYGON (((1.5011433333333333 6.759474999999999, 1.5007200000000003 6.758746666666667, 1.5011833333333333 6.758466666666667, 1.5015849506061605 6.759228685534602, 1.5011433333333333 6.759474999999999)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-970,Maritime,Zio,Zio 1,Abobo,Abobo ,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.371757249810724 6.234181475801577, 1.372132714131407 6.234468206181534, 1.3715583283163224 6.235172672397628, 1.3711828639956398 6.2348686397257005, 1.3717547632920442 6.234179003987277, 1.371757249810724 6.234181475801577)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-96f,Maritime,Zio,Zio 1,Abobo,Ablota,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3741417847916186 6.239664317022483, 1.3744317288027375 6.240252298490286, 1.373482369269189 6.2406360507450955, 1.373204023018515 6.240057951747595, 1.3741417847916186 6.239664317022483)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-96e,Maritime,Zio,Zio 1,Abobo,Lebe,Dans une école,Nsp,4,{Football},"MULTIPOLYGON (((1.3511016666666666 6.220065, 1.350943527600402 6.219430961845549, 1.3499800205059467 6.219708102184856, 1.3502213048544733 6.22039852134217, 1.3511016666666666 6.220065)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-96d,Maritime,Zio,Zio 1,Abobo,Lebe Ameleki,Dans une école,Nsp,4,{Football},"MULTIPOLYGON (((1.322850879954214 6.219679782772385, 1.3228013434402892 6.219503758303008, 1.3225403106044997 6.2196025974468405, 1.3226014407706197 6.219781066666547, 1.322850879954214 6.219679782772385)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-96c,Maritime,Zio,Zio 1,Abobo,Ketapui,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3046499999999999 6.2604750000000005, 1.3042166666666666 6.260126666666667, 1.3047166666666667 6.259481666666667, 1.30514805420262 6.259864398596279, 1.3046499999999999 6.2604750000000005)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-96b,Maritime,Zio,Zio 1,Abobo,Nyamadzi,Dans une école,Nsp,5,"{Football,Atheltisme}","MULTIPOLYGON (((1.3145483333333334 6.26056, 1.314265 6.260706666666666, 1.3141458964763337 6.260527497379072, 1.3144454598843422 6.260364258205643, 1.3145483333333334 6.26056)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-96a,Maritime,Zio,Zio 1,Abobo,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3452487601376693 6.258136319279528, 1.345511320963685 6.258023220917625, 1.3456119692803241 6.258227667938576, 1.3453362804130071 6.258323366516641, 1.3452487601376693 6.258136319279528)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-969,Maritime,Zio,Zio 1,Abobo,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3343243654434231 6.2458946470806165, 1.3345575608435256 6.245866669868009, 1.3344570455848612 6.245347092790764, 1.3342318914054518 6.245391057024964, 1.3343243654434231 6.2458946470806165)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-968,Maritime,Zio,Zio 1,Abobo,Yogon,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3017555478095484 6.280140023644263, 1.301624539047396 6.280141339023754, 1.301611305839098 6.279974285801938, 1.3017396679595905 6.279970339662193, 1.3017555478095484 6.280140023644263)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-967,Maritime,Zio,Zio 1,Abobo,Lebe,Dans une école,Nsp,3,"{Football,Atheltisme}","MULTIPOLYGON (((1.3353245081273526 6.233784756442039, 1.3356484947891203 6.23351636390348, 1.3351417464207147 6.232868092128548, 1.3348281439468248 6.233146807798747, 1.335324508127353 6.23377856276962, 1.3353245081273526 6.233784756442039)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-966,Maritime,Zio,Zio 1,Abobo,Gatokope,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2842491871858048 6.267572868605315, 1.2840211276143545 6.267688074978578, 1.2839127058508777 6.267491109228212, 1.2841594588298237 6.267364753802032, 1.2842491871858048 6.267572868605315)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-965,Maritime,Zio,Zio 1,Djagblé,Djagble,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2915696869453914 6.243841704593353, 1.2916153340377614 6.243975312615978, 1.2919833471478908 6.243826324823382, 1.2919358608125298 6.243673733027478, 1.2915696869453914 6.243841704593353)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-964,Maritime,Zio,Zio 1,Djagblé,Agodome,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2951245110446568 6.242293326079965, 1.295191328306819 6.242445506048259, 1.2953875511526627 6.2423555433099125, 1.2953638690850606 6.242182343975763, 1.2951245110446568 6.242293326079965)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-963,Maritime,Zio,Zio 1,Djagblé,Djagble ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2824650000000002 6.250945, 1.2825716666666667 6.2513983333333325, 1.282861252374508 6.2512930527823904, 1.282767894933194 6.250880597833714, 1.2824650000000002 6.250945)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-962,Maritime,Zio,Zio 1,Djagblé,Zovadji,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2818808166419149 6.257008241165008, 1.2817381739114024 6.256402654732265, 1.2817381739114024 6.256402654732265, 1.280875997832542 6.256622751232647, 1.2810013616841913 6.2572241319722774, 1.2818808166419149 6.257008241165008)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-961,Maritime,Zio,Zio 1,Djagblé,Kpota,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2846214349708953 6.253110257557254, 1.2853167715748228 6.252935872295872, 1.28492444862857 6.251829317191122, 1.2841589404407596 6.252079798351076, 1.2846214349708953 6.253110257557254)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-960,Maritime,Zio,Zio 1,Djagblé,Gbamakope,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2663630247563804 6.2718629457078805, 1.2656071581739687 6.272054048007578, 1.2655052805041656 6.271711043829943, 1.2662742925923585 6.271519941404512, 1.2663630247563804 6.2718629457078805)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-95f,Maritime,Zio,Zio 1,Djagblé,Zovadji,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2774283333333334 6.255273333333334, 1.2770953913694063 6.255376888311743, 1.276959653082576 6.254811888628772, 1.2773058256925447 6.2547227579951, 1.2774283333333334 6.255273333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-95e,Plateaux,Akébou,Akébou 1,Kougnohou,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.7269183333333333 7.636468333333333, 0.7267521758032213 7.636171689407171, 0.7261746513796302 7.6365574389790005, 0.7263818068793966 7.636849861809484, 0.7269183333333333 7.636468333333333)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-95d,Maritime,Yoto,Yoto 3,Sendome,Ananihoe,Dans une école,Nsp,3,{Football},"MULTIPOLYGON (((1.5773260425159308 6.757221808662573, 1.577252382754901 6.7575077511248836, 1.5777010376629927 6.757608828419948, 1.5777840723026995 6.757336185667791, 1.5773260425159308 6.757221808662573)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-95c,Maritime,Yoto,Yoto 3,Sendome,Sikpe Afidegnon,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.573169933102762 6.767894036665822, 1.572704638681078 6.767832529725082, 1.572811898109453 6.767050940844482, 1.5732922994928802 6.767130449943884, 1.573169933102762 6.767894036665822)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-95b,Maritime,Yoto,Yoto 3,Sendome,Kossihoe,Dans une école,Nsp,4,"{Football,Atheltisme,autre}","MULTIPOLYGON (((1.5677116938052988 6.7682969433755025, 1.5681532649801715 6.769104834667542, 1.5686727118547237 6.768859228626552, 1.5682481458215356 6.768027512900349, 1.5677116938052988 6.7682969433755025)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-95a,Maritime,Yoto,Yoto 3,Sendome,Kokouhoe,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5916533333333334 6.780123333333334, 1.5912516666666665 6.780451666666666, 1.590815 6.77998, 1.591208586155857 6.77964233183447, 1.5916533333333334 6.780123333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-959,Maritime,Yoto,Yoto 3,Sendome,Abossehoe,Dans une école,Nsp,3,{Football},"MULTIPOLYGON (((1.5738350000000003 6.7501, 1.5732735191179847 6.750272784409711, 1.5730680097755474 6.749288803458669, 1.5736551793253681 6.749186760875218, 1.5738350000000003 6.7501)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-958,Maritime,Yoto,Yoto 3,Sendome,Avegodoe,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.5766766666666663 6.783473333333334, 1.5770750000000002 6.783390000000001, 1.5770600000000001 6.782563333333333, 1.576671987615254 6.782554364323799, 1.5766766666666663 6.783473333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-957,Maritime,Yoto,Yoto 3,Essé-Godjin,Ayite Kope,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5296733333333332 6.756114999999999, 1.5301233333333335 6.755881666666666, 1.529693365425324 6.755200092097832, 1.5292992184064096 6.7555086512644, 1.5296733333333332 6.756114999999999)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-956,Maritime,Yoto,Yoto 3,Essé-Godjin,Logo Kondji,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.562684386640499 6.675751238588853, 1.562394452754072 6.675992430099274, 1.5619087767006663 6.67543695856363, 1.5622060693151747 6.675176763785428, 1.562684386640499 6.675751238588853)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-955,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse Godjin,Dans une école,Nsp,5,"{Football,autre}","MULTIPOLYGON (((1.5377214345026704 6.682173879403016, 1.5380570605339852 6.682558040295241, 1.5384847790738918 6.682155586019669, 1.5381348275412403 6.68175516401276, 1.5377214345026704 6.682173879403016)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-954,Maritime,Yoto,Yoto 3,Essé-Godjin,Atatikope,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5443848809774336 6.724713982524578, 1.5441751180162337 6.724290159215435, 1.544874930654031 6.723992045988414, 1.5450503358888275 6.724487704024164, 1.5443848809774336 6.724713982524578)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-953,Maritime,Yoto,Yoto 3,Essé-Godjin,Domeze Kope,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5170687241445169 6.708249859645217, 1.5175243192156032 6.708721332495187, 1.5178912297499514 6.708379385198909, 1.5174756296660206 6.707942452193241, 1.5170687241445169 6.708249859645217)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-952,Maritime,Yoto,Yoto 3,Essé-Godjin,Messeko Kondji,Dans une école,Nsp,5,{Football},"MULTIPOLYGON (((1.548853006862373 6.669456509781834, 1.5495823697125612 6.669407229028627, 1.5495823697125612 6.669407229028627, 1.5494417895713695 6.668559599297709, 1.5488927000787105 6.668594095885146, 1.548853006862373 6.669456509781834)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-951,Maritime,Yoto,Yoto 3,Essé-Godjin,Atipkatafo,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.6106553096183038 6.74266453815997, 1.6108039414777098 6.742284174251933, 1.6099140558579326 6.74190570240535, 1.6097730461451627 6.742409069896444, 1.6106553096183038 6.74266453815997)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-950,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse Lakata,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.5913408603907748 6.732568562363492, 1.5913268159696574 6.732170060109098, 1.5919728593410454 6.7320704344943785, 1.5921092908604686 6.732504802024777, 1.5913408603907748 6.732568562363492)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-94f,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse Ana,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.565365 6.708351666666665, 1.5656170573997747 6.708527067692481, 1.565493313067837 6.708630326575502, 1.565493313067837 6.708630326575502, 1.5652994044239759 6.708508379732786, 1.565365 6.708351666666665)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-94e,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse Ana,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.5640406936311855 6.710520143829352, 1.5641649725343976 6.709971947531098, 1.5634898357899185 6.70975956299818, 1.5633700354057412 6.710400052198143, 1.5640406936311855 6.710520143829352)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-94d,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse Godjin,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.537773547477487 6.682309060421792, 1.5382234208551273 6.682679151312091, 1.5379848516397117 6.682925126200096, 1.537569059578559 6.68253246898054, 1.537773547477487 6.682309060421792)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-94c,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse Dalagbame,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.5529774035254282 6.714148742293, 1.5533606442472514 6.713951281693083, 1.5530350337091607 6.713170023751408, 1.5526200963862844 6.713484816479481, 1.5529774035254282 6.714148742293)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-94b,Maritime,Yoto,Yoto 3,Essé-Godjin,Godjinme,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.5268240786846814 6.727757674707126, 1.5271944585500339 6.727734013164048, 1.5270688326307915 6.727022015283156, 1.5267092825860633 6.727097302117488, 1.5268240786846814 6.727757674707126)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-94a,Maritime,Yoto,Yoto 3,Essé-Godjin,Temanou Kope,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.5071833333333335 6.717635, 1.5073050000000001 6.7178249999999995, 1.5070149999999998 6.718006666666668, 1.506910741199221 6.717832091933941, 1.5071833333333335 6.717635)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-949,Maritime,Yoto,Yoto 3,Essé-Godjin,Temanoukope,Dans une école,Nsp,3,"{Football,autre}","MULTIPOLYGON (((1.502560541193439 6.719389019577639, 1.5017096856242906 6.7197680111357965, 1.501907559012465 6.720079626195677, 1.5027075328532258 6.719683790815064, 1.502560541193439 6.719389019577639)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-948,Maritime,Yoto,Yoto 3,Essé-Godjin,Ndewone-kondji,Dans une école,Nsp,5,"{Football,Atheltisme}","MULTIPOLYGON (((1.5413880529135917 6.668988751806009, 1.5409478967525732 6.6677503922095775, 1.5417828711009427 6.667491462080248, 1.5422003582751278 6.668774853553837, 1.5413880529135917 6.668988751806009)))"
