FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,batiment_nom,batiment_fonction,batiment_annee,geometry
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53e8,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment,"Salle de classe, bureau",1995,"MULTIPOLYGON (((0.9621409088408135 6.756296114401059, 0.962168658199618 6.75619458987436, 0.9624812036093188 6.756309167552949, 0.9624184024288645 6.756400539606289, 0.9624184024288645 6.756400539606289, 0.9621409088408135 6.756296114401059)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53e9,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2015,"MULTIPOLYGON (((0.9910039502079041 6.7358685868512, 0.9910534253484619 6.7358629175856795, 0.991056850550501 6.735786949421268, 0.9910092782999647 6.73578959507894, 0.9910039502079041 6.7358685868512)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53ea,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,1999,"MULTIPOLYGON (((0.9899165579699933 6.754566181283429, 0.9899174404110126 6.754520612845499, 0.9899818586054245 6.75452937600698, 0.9899783288413474 6.75456618128343, 0.9899165579699933 6.754566181283429)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53eb,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 6,Salle de classe,1998,"MULTIPOLYGON (((1.2320167896464402 6.669971557372749, 1.23192905200782 6.669973266074719, 1.2319342130453905 6.669838278601029, 1.2320176498193705 6.669847676464329, 1.2320167896464402 6.669971557372749)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53ec,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,"Salle de classe, dépôt/magasin",1979,"MULTIPOLYGON (((0.9624893526002959 6.756431717005778, 0.9625242697374603 6.756322358492579, 0.9628256314905309 6.75642051442751, 0.9627633178303596 6.75652880600653, 0.9624893526002959 6.756431717005778)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53ed,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,1999,"MULTIPOLYGON (((0.9908222989428545 6.73611903785124, 0.9908102958321561 6.736053476460449, 0.991011681356068 6.73603294713424, 0.9910230176272806 6.7361183756150105, 0.9908222989428545 6.73611903785124)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53ee,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment,Salle de classe,1999,"MULTIPOLYGON (((0.9900158289683585 6.75416818523874, 0.9900191564817248 6.7541235755653, 0.9899160035673749 6.75413183661624, 0.9899043572705939 6.754163228608559, 0.9900158289683585 6.75416818523874)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53ef,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,1999,"MULTIPOLYGON (((0.9899135341222032 6.754406770506179, 0.989914366000544 6.754348117074729, 0.9899967219563559 6.754354725912428, 0.9899900669296227 6.754408422715411, 0.9899135341222032 6.754406770506179)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53f0,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,1999,"MULTIPOLYGON (((0.9900158871680297 6.75426721663315, 0.9900200465597384 6.7541928671903495, 0.9899094067403164 6.75418708445543, 0.9899143980103655 6.754265564423439, 0.9900158871680297 6.75426721663315)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53f1,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2019,"MULTIPOLYGON (((0.9044614793296641 6.746778787461311, 0.9044037672252808 6.746703239223599, 0.9044824655494373 6.746625085861849, 0.9045480474862369 6.74670584433545, 0.9044614793296641 6.746778787461311)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53f2,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,2019,"MULTIPOLYGON (((0.9043784318434267 6.746694275219269, 0.9044859862197755 6.746608306519071, 0.9044230275604485 6.746527548029209, 0.9043102266291572 6.746605701406699, 0.9043784318434267 6.746694275219269)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53f3,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 4,Cantine,2018,"MULTIPOLYGON (((0.9482411087760408 6.738889842049179, 0.9482857848769752 6.73888916981519, 0.9482519393459654 6.738760773103949, 0.9482126785299928 6.738770856616529, 0.9482411087760408 6.738889842049179)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53f4,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 5,Cantine,2012,"MULTIPOLYGON (((0.905698333333333 6.74931, 0.9057866666666681 6.749235, 0.9058683636036948 6.749304765465809, 0.9057502449848874 6.74937983748749, 0.905698333333333 6.74931)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53f5,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,"Salle de classe, bureau",1984,"MULTIPOLYGON (((0.9052077453079259 6.74882701909094, 0.90529177518704 6.74891046670832, 0.9055099580310557 6.748670371770361, 0.9054156086931026 6.74859717207046, 0.9052077453079259 6.74882701909094)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53f6,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 4,Salle de classe,2020,"MULTIPOLYGON (((0.9053983333333332 6.749168333333329, 0.905281636396306 6.74910197608774, 0.9052981730029404 6.74896590796178, 0.9054257411112496 6.748982329979012, 0.9053983333333332 6.749168333333329)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53f7,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 6,Garage,2019,"MULTIPOLYGON (((0.9057877562775355 6.74901573239991, 0.9058431140839708 6.749075892844929, 0.9059350289323898 6.749007434406899, 0.9058692262568164 6.74894934845189, 0.9057877562775355 6.74901573239991)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53f8,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,1952,"MULTIPOLYGON (((0.9055908556773526 6.749053669560121, 0.9057002487487685 6.749153344981491, 0.9057667868025159 6.74909118783911, 0.9056562659674771 6.74898423273761, 0.9055908556773526 6.749053669560121)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53f9,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2017,"MULTIPOLYGON (((1.1463928004968589 6.68924655873659, 1.1463282082220005 6.6891787748898, 1.14628311550182 6.689250190013828, 1.1463538013875096 6.689309500871609, 1.1463928004968589 6.68924655873659)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53fa,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,1982,"MULTIPOLYGON (((0.905706728992083 6.749159090885919, 0.9057661973191656 6.749213520580919, 0.9058396420733502 6.749141673382231, 0.9057804477938578 6.749086427233562, 0.905706728992083 6.749159090885919)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53fb,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,"Salle de classe, dépôt/magasin",2014,"MULTIPOLYGON (((0.9054122344134283 6.74955738101681, 0.9055558649908214 6.749406531278611, 0.9054566019739847 6.749325878924048, 0.9053092114338311 6.749478222249161, 0.9054122344134283 6.74955738101681)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53fc,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2018,"MULTIPOLYGON (((0.9338332450196215 6.762840767893841, 0.9342214482432798 6.7629337372161205, 0.9341891652309161 6.763052353222019, 0.9338049973838053 6.762961788301228, 0.9338332450196215 6.762840767893841)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53fd,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,1970,"MULTIPOLYGON (((0.9341383333333328 6.76290666666667, 0.9342311469938751 6.762932926519959, 0.934279571512418 6.7627566053759995, 0.9341835295506402 6.762732561578658, 0.9341383333333328 6.76290666666667)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53fe,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((0.9034232992195269 6.745960116050779, 0.9033044282340333 6.745787362833158, 0.9036740880059965 6.74556134394708, 0.9037813618221746 6.74573553685586, 0.9034232992195269 6.745960116050779)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_53ff,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,1981,"MULTIPOLYGON (((0.9490845855002917 6.73901347548745, 0.9490783836132365 6.738963587276489, 0.9491627292772031 6.738946957871698, 0.9491732724851992 6.738996230180539, 0.9490845855002917 6.73901347548745)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5400,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,1981,"MULTIPOLYGON (((0.9484918699351486 6.739793014695899, 0.9485605550726465 6.739769892498529, 0.9485081681033685 6.73964965705444, 0.948446467895109 6.739683184248579, 0.9484918699351486 6.739793014695899)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5401,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment,Salle de classe,Nsp,"MULTIPOLYGON (((0.903896019776698 6.746967493752491, 0.9040453966857495 6.74707875055894, 0.9041885495569241 6.746871689259789, 0.9040485087046884 6.7467697038112595, 0.903896019776698 6.746967493752491)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5402,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2018,"MULTIPOLYGON (((0.9046501487162854 6.746949286473139, 0.9047308884159807 6.746877051734271, 0.9045279480897175 6.746723914052231, 0.904470484699844 6.746799760551738, 0.9044690299304804 6.74679614881394, 0.9044690299304804 6.74679614881394, 0.9046501487162854 6.746949286473139)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5403,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 4,Salle de classe,Nsp,"MULTIPOLYGON (((0.9043008935729648 6.746604658873459, 0.9043356477031627 6.7465708864189695, 0.904255847297825 6.74650200176478, 0.9042257686835034 6.74653613929374, 0.9043008935729648 6.746604658873459)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5404,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2014,"MULTIPOLYGON (((0.9484885349155885 6.738954141307408, 0.9484986869098628 6.739031694033069, 0.948796218434369 6.73896577421705, 0.9487766953684553 6.738873486459559, 0.9484885349155885 6.738954141307408)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5405,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((0.9038138125560697 6.74571058760292, 0.9039312338954002 6.7456314090116996, 0.9038022153867526 6.74548024984708, 0.9036978408629035 6.74554071351859, 0.9038138125560697 6.74571058760292)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5406,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 2,Salle de classe,2020,"MULTIPOLYGON (((1.2526506496707503 6.6780954610097485, 1.2526526458938902 6.678028030865831, 1.2526018087448203 6.678023536792519, 1.2526004779294002 6.678093062745542, 1.2526506496707503 6.6780954610097485)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5407,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 1,Salle de classe,2012,"MULTIPOLYGON (((1.252375 6.678363333333329, 1.2523736487402901 6.678465261180811, 1.2526854519179202 6.6784642546128286, 1.25268858860871 6.678354378767151, 1.252375 6.678363333333329)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5408,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2020,"MULTIPOLYGON (((0.9944701402879116 6.701123954558929, 0.9944775530104094 6.70103284879246, 0.994606657927249 6.701039290614888, 0.994599038921813 6.701123620452899, 0.9944701402879116 6.701123954558929)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5409,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,"Salle de classe, bureau",2007,"MULTIPOLYGON (((0.9941448688729555 6.701114248651041, 0.9941466028445106 6.701005754718559, 0.9944621856675013 6.701023837042312, 0.9944509148523947 6.7011297477822795, 0.9941448688729555 6.701114248651041)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_540a,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2018,"MULTIPOLYGON (((1.0630633333333297 6.68589666666667, 1.0629586196983103 6.685792136728469, 1.0628078552087514 6.686020829306808, 1.0629394314905507 6.68611884037906, 1.0630633333333297 6.68589666666667)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_540b,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 5,Salle de classe,1988,"MULTIPOLYGON (((1.06273074359822 6.68566562020133, 1.0627785816534303 6.68569022501624, 1.062828128210609 6.685607926147731, 1.0627760189004707 6.6855833213286795, 1.06273074359822 6.68566562020133)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_540c,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,1999,"MULTIPOLYGON (((1.0409006873139912 6.694116797574189, 1.0408422296535798 6.694098324213481, 1.0408634869846412 6.6940165136076395, 1.040919287478661 6.694037626023358, 1.0409006873139912 6.694116797574189)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_540d,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,1985,"MULTIPOLYGON (((1.06294666666667 6.685800000000001, 1.062978333333331 6.685753333333329, 1.0629500000000005 6.685736666666668, 1.0629184986074005 6.68578416666096, 1.06294666666667 6.685800000000001)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_540e,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,1986,"MULTIPOLYGON (((1.0628883333333303 6.685764999999999, 1.0628800000000005 6.685695, 1.0628500000000007 6.685693333333332, 1.0628606591572114 6.6857677666167294, 1.0628883333333303 6.685764999999999)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_540f,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 4,Salle de classe,1987,"MULTIPOLYGON (((1.06271833333333 6.685708333333329, 1.06274666666667 6.685629999999999, 1.0626966666666702 6.685608333333331, 1.062665 6.68568333333333, 1.06271833333333 6.685708333333329)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5410,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,1999,"MULTIPOLYGON (((1.0408383333333304 6.694276666666668, 1.040813333333331 6.69451333333333, 1.0409033333333302 6.69455, 1.0409385924930707 6.694310545288879, 1.0408383333333304 6.694276666666668)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5411,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2000,"MULTIPOLYGON (((1.0561703653079804 6.699611879544559, 1.0562277197271301 6.699598362954628, 1.0561883493207596 6.69950374681466, 1.0561373136088097 6.6995293317931, 1.0561703653079804 6.699611879544559)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5412,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2000,"MULTIPOLYGON (((1.0563610145889994 6.699613080067569, 1.0564137396389004 6.69959911606374, 1.0563674055041394 6.69951088893942, 1.0563277818302803 6.699544212135739, 1.0563610145889994 6.699613080067569)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5413,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 4,Salle de classe,2000,"MULTIPOLYGON (((1.0566454893106205 6.699421820758419, 1.0566737692314 6.699405771146391, 1.056619678271811 6.699342910160868, 1.0565891539128802 6.699361188887989, 1.0566454893106205 6.699421820758419)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5414,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,2000,"MULTIPOLYGON (((1.0565385417026203 6.69948427662608, 1.056575817400171 6.69946303497191, 1.05651562631479 6.699388385722771, 1.0564783506172397 6.699413875711569, 1.0565385417026203 6.69948427662608)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5415,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 4,Logement,Nsp,"MULTIPOLYGON (((1.2378784093320003 6.61256352158023, 1.2379193440983707 6.61254265058805, 1.2378900014782306 6.6125005487563095, 1.237849791221 6.61252609773155, 1.2378784093320003 6.61256352158023)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5416,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,"Salle de classe, bureau",2008,"MULTIPOLYGON (((0.9826113766816237 6.699320927643309, 0.9825728729301244 6.699221987023629, 0.9828607343103898 6.699121832388169, 0.9828998492325507 6.699223808016809, 0.9826113766816237 6.699320927643309)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5417,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((0.982622772941572 6.6987842413306184, 0.9826349992057193 6.698711890493308, 0.9829014298786017 6.69875641408677, 0.9828912413251454 6.698823705419181, 0.982622772941572 6.6987842413306184)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5418,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2021,"MULTIPOLYGON (((0.989879359899375 6.70005160568223, 0.9899075053446662 6.69979164059977, 0.989581018179292 6.699805617220642, 0.9895753890902349 6.70004042439122, 0.989879359899375 6.70005160568223)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5419,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2019,"MULTIPOLYGON (((0.9908083333333337 6.699858333333329, 0.9907402898538439 6.70014684560071, 0.9899616387803462 6.700055566924149, 0.9899718505977021 6.6997766597510395, 0.9908083333333337 6.699858333333329)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_541a,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,"Administration, salle des professeurs",2019,"MULTIPOLYGON (((0.9912781538320409 6.69997716849567, 0.9915764955521243 6.700083390763759, 0.9916187137200605 6.699862560233089, 0.9913034847328016 6.69977590518742, 0.9912781538320409 6.69997716849567)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_541b,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,"Salle de classe, bureau",2013,"MULTIPOLYGON (((1.0031934851840496 6.69019075911166, 1.0032398410708607 6.690268269874949, 1.0029564246996003 6.690381913453019, 1.0029047877623891 6.690282839565919, 1.0031934851840496 6.69019075911166)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_541c,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2018,"MULTIPOLYGON (((1.1974049999999998 6.617188333333328, 1.1973750000000005 6.617089999999999, 1.19766 6.616933333333329, 1.1977100000000005 6.61701666666667, 1.1974049999999998 6.617188333333328)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_541d,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,Nsp,"MULTIPOLYGON (((1.2376763996766698 6.61219799369549, 1.2376500502347396 6.612155376771511, 1.2377557858158403 6.612096988224019, 1.2377757168039702 6.61213893402033, 1.2376763996766698 6.61219799369549)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_541e,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2019,"MULTIPOLYGON (((1.1984333333333304 6.615308333333329, 1.1984716666666697 6.615398333333329, 1.19872833333333 6.61536666666667, 1.1987333333333303 6.615233333333329, 1.1984333333333304 6.615308333333329)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_541f,Maritime,Zio,Zio 3,Agbélouvé,Salle De Classe,Salle de classe,2012,"MULTIPOLYGON (((1.2377305231710902 6.612305430939269, 1.23784263496229 6.612247606266451, 1.23787023171089 6.6122930093434595, 1.2377602759156803 6.612355117319402, 1.2377305231710902 6.612305430939269)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5420,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle des professeurs,2018,"MULTIPOLYGON (((1.1973133333333288 6.61698333333333, 1.19732166666667 6.61700833333333, 1.1972866666666704 6.61702833333333, 1.1972633333333296 6.617030000000001, 1.1972450000000001 6.6170033333333285, 1.197245 6.616976666666669, 1.1972600000000002 6.616968333333329, 1.1972933333333302 6.616963333333329, 1.1973133333333301 6.61696833333333, 1.1973133333333288 6.61698333333333)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5421,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2012,"MULTIPOLYGON (((1.2378252325879007 6.61225240861146, 1.2378867614383298 6.612229363526909, 1.23781817190014 6.612113136127629, 1.2377707644252198 6.612143695920609, 1.2378252325879007 6.61225240861146)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5422,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 5,Logement,Nsp,"MULTIPOLYGON (((1.2379489574275202 6.61252560239351, 1.2379918123930802 6.612502769458501, 1.23795519087705 6.6124520725990505, 1.2379080504149402 6.612476066533179, 1.2379489574275202 6.61252560239351)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5423,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 2,Salle de classe,2016,"MULTIPOLYGON (((1.2143089040772106 6.664385534495071, 1.21431136206569 6.66445036668785, 1.2143605218354097 6.66445009542347, 1.21436202393948 6.66438431380517, 1.2143089040772106 6.664385534495071)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5424,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 6,Salle de classe,2016,"MULTIPOLYGON (((1.2146803378255202 6.664412839743492, 1.21463900851305 6.664420504689989, 1.2146484405138203 6.6644857418965096, 1.2146913132445996 6.66447705495828, 1.2146803378255202 6.664412839743492)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5425,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 3,Salle de classe,2020,"MULTIPOLYGON (((1.2143192979971198 6.664500897525801, 1.2143700985946702 6.6644982982090495, 1.2143725616539507 6.664574748695891, 1.2143219149976001 6.66457857121992, 1.2143192979971198 6.664500897525801)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5426,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 1,"Salle de classe, bureau, dépôt/magasin",2006,"MULTIPOLYGON (((1.214345581962849 6.66434068350979, 1.21432484562332 6.664233939598559, 1.2146085745766404 6.66417551759649, 1.2146299090798003 6.664285826252189, 1.214345581962849 6.66434068350979)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5427,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 5,Salle de classe,1998,"MULTIPOLYGON (((1.23246975452027 6.669652247397499, 1.23253674360685 6.669656512508059, 1.2325333082690697 6.669506380594048, 1.2324646015136103 6.669521734996459, 1.23246975452027 6.669652247397499)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5428,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 8,Salle de classe,1998,"MULTIPOLYGON (((1.2318925777317202 6.6695826747, 1.2319366640581206 6.66956525367941, 1.2319096434064507 6.669484740305928, 1.23186603112657 6.669498865460131, 1.2318925777317202 6.6695826747)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5429,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 3,Salle de classe,2004,"MULTIPOLYGON (((1.2389121029737005 6.6713212307542396, 1.2389438263600496 6.671185170937029, 1.2391961714787498 6.67123100161653, 1.2391658900645102 6.671357035963009, 1.2389121029737005 6.6713212307542396)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_542a,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 2,Salle de classe,2004,"MULTIPOLYGON (((1.23889245855807 6.67131276480461, 1.23891841405599 6.67118529823794, 1.23891841405599 6.67118529823794, 1.2385636889177 6.6711552218522, 1.2385507111687397 6.671295578303181, 1.23889245855807 6.67131276480461)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_542b,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 1,Salle de classe,2007,"MULTIPOLYGON (((1.23843027923007 6.67171644373603, 1.2382875239914903 6.67170212166334, 1.23832501526626 6.671378442708961, 1.2384634445885203 6.671399925832029, 1.23843027923007 6.67171644373603)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_542c,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 4,N/a,2019,"MULTIPOLYGON (((1.2324832518156603 6.669768959292871, 1.23256573143625 6.66977447323351, 1.2325498699707502 6.669671283762599, 1.2324745280096407 6.669667345232741, 1.2324832518156603 6.669768959292871)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_542d,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 2,Salle de classe,1998,"MULTIPOLYGON (((1.2324736129786 6.669963033523998, 1.2325513341595404 6.66996854746247, 1.2325568856724605 6.670093004914059, 1.2324767852716998 6.670087490977, 1.2324736129786 6.669963033523998)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_542e,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 3,Salle de classe,1998,"MULTIPOLYGON (((1.2324896250969302 6.669791901541548, 1.2325548255397702 6.669799373753169, 1.2325477203633104 6.66992764670141, 1.2324871173875902 6.669927231578648, 1.2324896250969302 6.669791901541548)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_542f,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 1,Salle de classe,2014,"MULTIPOLYGON (((1.23596025134125 6.670617203805829, 1.2359506922090302 6.670729950033201, 1.2356567488935302 6.67065755509019, 1.23568303650711 6.670544808846148, 1.23596025134125 6.670617203805829)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5430,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 1,Salle des professeurs,1998,"MULTIPOLYGON (((1.2321301735281402 6.66965988071732, 1.2321717957565 6.669652346693388, 1.23215934798727 6.669602699404578, 1.2321177257589102 6.669611199329871, 1.2321301735281402 6.66965988071732)))"
