FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,batiment_nom,batiment_fonction,batiment_annee,geometry
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b03,Maritime,Avé,Avé 1,Tovégan,Bâtiment 1,Salle de classe,2012,"MULTIPOLYGON (((0.9495247493899309 6.622450172722661, 0.9495596146438677 6.622451092172772, 0.949550358381761 6.62237293890721, 0.949519195632669 6.6223680351724905, 0.9495247493899309 6.622450172722661)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b04,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Bâtiment 2,Salle de classe,2009,"MULTIPOLYGON (((1.6088501045806922 6.489204643790094, 1.60896844672548 6.489322227722821, 1.608906161386118 6.489378956803354, 1.6087909335082968 6.48926962438789, 1.6088501045806922 6.489204643790094)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b05,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Nsp,Salle des professeurs,2019,"MULTIPOLYGON (((1.6229872135511503 6.373347069478325, 1.6230331035268413 6.373320205457191, 1.6230038912793678 6.373278278770374, 1.6229567367180215 6.373296547450435, 1.6229872135511503 6.373347069478325)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b06,Plateaux,Kloto,Kloto 1,Yokélé,Bâtiment 1,Salle de classe,2018,"MULTIPOLYGON (((0.6578930442630304 6.931156070310347, 0.6578674842054164 6.931055634473556, 0.6582199999999999 6.930965770811965, 0.6582231950072014 6.931081007739606, 0.6578930442630304 6.931156070310347)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b07,Kara,Kozah,Kozah 2,Bohou,Bâtiment 2,Salle de classe,2008,"MULTIPOLYGON (((1.1727019784392196 9.595975857010972, 1.1728856356165058 9.596037873238068, 1.1729007307269679 9.595994771961434, 1.1727161301052773 9.595934926294866, 1.1727019784392196 9.595975857010972)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b08,Kara,Kozah,Kozah 1,Commune De Kara,Bâtiment 4,Salle de classe,2021,"MULTIPOLYGON (((1.213543585005893 9.555097112126651, 1.2135026894184655 9.555155627577646, 1.213641413666016 9.555239446989928, 1.2136799036306545 9.555187257546972, 1.213543585005893 9.555097112126651)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b09,Kara,Kozah,Kozah 1,Commune De Kara,Bâtiment 1,Salle de classe,2019,"MULTIPOLYGON (((1.185779863963559 9.525000676541197, 1.1857661894724443 9.52496359012826, 1.185914472235465 9.524914703486878, 1.1859238734481063 9.524954739960945, 1.185779863963559 9.525000676541197)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b0a,Centrale,Blitta,Blitta 2,Langabou,Bâtiment 3,Salle de classe,2017,"MULTIPOLYGON (((1.2175498297482072 8.111383961465608, 1.2175517955399264 8.1113080625742, 1.2176422219590193 8.111310008699801, 1.217638290375581 8.111385907590838, 1.2175498297482072 8.111383961465608)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b0b,Maritime,Golfe,Golfe 3,Bè-Ouest,Bâtiment 3,Salle de classe,Nsp,"MULTIPOLYGON (((1.2017763716920395 6.1533716260299505, 1.2016886076717423 6.153371626029951, 1.2016948765303348 6.15303817429624, 1.2017669684041499 6.153044407040842, 1.2017763716920395 6.1533716260299505)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b0c,Maritime,Golfe,Golfe 3,Bè-Ouest,Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.202002616284845 6.153036951020353, 1.2016549199147069 6.153010695828988, 1.2016417162550805 6.1528969233180755, 1.2020158199444713 6.152936306113074, 1.202002616284845 6.153036951020353)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b0d,Maritime,Golfe,Golfe 3,Bè-Ouest,Bâtiment 1,Non fonctionnel,Nsp,"MULTIPOLYGON (((1.201908021552687 6.153389216859826, 1.201982962738173 6.153389842989333, 1.2020037447475944 6.1530398364798735, 1.2019325821092752 6.153037331960192, 1.201908021552687 6.153389216859826)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b0e,Centrale,Blitta,Blitta 2,Langabou,Bâtiment 4,Salle de classe,2021,"MULTIPOLYGON (((1.2175130482270378 8.111462615412634, 1.2175161010022437 8.111394111446094, 1.2176555110699523 8.111404185559545, 1.2176565286616878 8.111469667290876, 1.2175130482270378 8.111462615412634)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b0f,Centrale,Tchamba,Tchamba 3,Kaboli,Bâtiment 2,N/a,2021,"MULTIPOLYGON (((1.6156033333333335 8.417505, 1.615543333333334 8.41751, 1.615531666666667 8.41744, 1.6155931262982106 8.417432903851033, 1.6156033333333335 8.417505)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b10,Centrale,Tchamba,Tchamba 3,Goubi,Bâtiment 3,Salle de classe,2000,"MULTIPOLYGON (((1.4150080953881938 8.557462975505318, 1.414944883610771 8.557405113320772, 1.415020054373111 8.557341760553896, 1.415084547470347 8.557400045099811, 1.4150080953881938 8.557462975505318)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b11,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Bâtiment 2,Salle de classe,2018,"MULTIPOLYGON (((0.8542284455796766 7.026288967246167, 0.8542938104340667 7.026334619298878, 0.8543373870036587 7.026269745327893, 0.8542744430698037 7.02621928778865, 0.8542284455796766 7.026288967246167)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b12,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,Salle de classe,2010,"MULTIPOLYGON (((1.2798764086716103 6.167102021483921, 1.2798446238011425 6.167001722885077, 1.2799911105954729 6.166961878230956, 1.2800201315641622 6.167058054977174, 1.2798764086716103 6.167102021483921)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b13,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Bâtiment 2,Salle de classe,2021,"MULTIPOLYGON (((1.613340980940645 6.3943319390693745, 1.6134688101333756 6.394331939069377, 1.6134626248498554 6.39425407953967, 1.6133399500600585 6.394257152942382, 1.613340980940645 6.3943319390693745)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b14,Centrale,Tchamba,Tchamba 3,Kaboli,Bâtiment 3,Salle de classe,2015,"MULTIPOLYGON (((1.552025 8.593754999999998, 1.5519916666666669 8.593770000000001, 1.5519966666666667 8.593834999999999, 1.5520433333333339 8.593833333333329, 1.552025 8.593754999999998)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b15,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Bâtiment 3,Salle de classe,2009,"MULTIPOLYGON (((1.6892216666666668 6.4241399999999995, 1.6892 6.424103333333333, 1.6890616666666667 6.424151666666669, 1.68908977289642 6.424190746287749, 1.6892216666666668 6.4241399999999995)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b16,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Bâtiment 10,Salle des professeurs,Nsp,"MULTIPOLYGON (((1.6585733333333337 6.409199999999999, 1.6585349999999996 6.409166666666665, 1.6584783333333335 6.409188333333334, 1.6585050000000003 6.409231666666666, 1.6585733333333337 6.409199999999999)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b17,Kara,Bassar,Bassar 2,Dimori,Bâtiment 2,Salle de classe,2021,"MULTIPOLYGON (((0.5989370825279138 9.093681115067223, 0.5988811061067643 9.093692374354791, 0.5988707401028487 9.093634030769902, 0.5989267165239961 9.093624818624054, 0.5989370825279138 9.093681115067223)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b18,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle informatique,Nsp,"MULTIPOLYGON (((1.251618141171061 6.134792475495461, 1.2517210768649083 6.134772537922669, 1.2517210768649092 6.134722029401596, 1.2516301726157963 6.134732662774851, 1.251618141171061 6.134792475495461)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b19,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Bâtiment 3,Salle de classe,2013,"MULTIPOLYGON (((1.6708449870979287 6.418174232807153, 1.6708495494159235 6.418227921637833, 1.6709364735798344 6.418214797701968, 1.6709323915058383 6.4181613474869526, 1.6708449870979287 6.418174232807153)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b1a,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Bâtiment 3,Vente de nourriture,2022,"MULTIPOLYGON (((1.650538105937504 6.407830762835591, 1.6504701697323996 6.407728629611315, 1.6505851386948838 6.407652462447696, 1.6506583007619196 6.407766713188858, 1.650538105937504 6.407830762835591)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b1b,Savanes,Tône,Tône 3,Lotogou,Bâtiment 3,Salle de classe,2009,"MULTIPOLYGON (((0.040261244456624 10.768166936272998, 0.040333107047926 10.768167797214202, 0.040341870778571 10.768104087559399, 0.0402673790680773 10.7680954781455, 0.040261244456624 10.768166936272998)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b1c,Plateaux,Anié,Anié 2,Adogbénou,Bâtiment 3,Salle de classe,2005,"MULTIPOLYGON (((1.4843497444445046 7.783671261084741, 1.4843282311653834 7.783576675468484, 1.4843941155826923 7.783566017932921, 1.4844196626016486 7.7836632679348945, 1.4843497444445046 7.783671261084741)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b1d,Savanes,Kpendjal,Kpendjal 1,Mandouri,Salle De Classes,"Salle de classe, dépôt/magasin non fonctionnel",2006,"MULTIPOLYGON (((0.7349507665060607 10.8711644556464, 0.734966857691603 10.871085443589898, 0.7347083259772271 10.8710696411761, 0.7347083259772279 10.871152867212698, 0.7349507665060607 10.8711644556464)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b1e,Maritime,Golfe,Golfe 2,Bè-Centre,Bâtiment 1,Salle de classe,1999,"MULTIPOLYGON (((1.266437204629871 6.191025224118225, 1.2664131012352116 6.19093256787084, 1.266792327977857 6.190863874435562, 1.2668212520514481 6.190943750522249, 1.266437204629871 6.191025224118225)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b1f,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Bâtiment 3,Salle de classe,2008,"MULTIPOLYGON (((0.361210025874638 10.777744214692, 0.3613155598724406 10.777758944099999, 0.3613242102001313 10.777711923294996, 0.3612152160712508 10.777693794790002, 0.361210025874638 10.777744214692)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b20,Maritime,Lacs,Lacs 2,Aklakou,Bâtiment 2,Salle de classe,1960,"MULTIPOLYGON (((1.8009413743186753 6.289761681654914, 1.80098644498958 6.289681208705961, 1.8012309951113397 6.289803992169471, 1.8011792473040047 6.289894420512566, 1.8009413743186753 6.289761681654914)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b21,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Bâtiment 2,Salle de classe,2001,"MULTIPOLYGON (((1.193616175692237 6.2248398310611, 1.193579121538823 6.224902758684053, 1.1934185535406994 6.224775368610261, 1.1934509759249363 6.224713975792582, 1.193616175692237 6.2248398310611)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b22,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.2160945926780427 6.219086146865085, 1.2161934028918466 6.2190946148571715, 1.2162462152475009 6.218837187836717, 1.2161337760386892 6.218828719840483, 1.2160945926780427 6.219086146865085)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b23,Maritime,Golfe,Golfe 5,Aflao-Gakli,Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((1.1566379744888318 6.1953233486076575, 1.156510856885496 6.195371668537934, 1.156409910553435 6.195122635003777, 1.1564585143429462 6.195092899648563, 1.1564585143429462 6.195092899648563, 1.1566379744888318 6.1953233486076575)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b24,Maritime,Lacs,Lacs 3,Gbodjomé,Bâtiment 2,Salle de classe,2002,"MULTIPOLYGON (((1.3820774219192915 6.195654735081571, 1.3821657679054786 6.195665469855657, 1.3822923971523464 6.1956196030921316, 1.38226589335649 6.195573736324616, 1.3820734954310174 6.195610820094405, 1.3820774219192915 6.195654735081571)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b25,Maritime,Lacs,Lacs 4,Ganavé,Bâtiment 3,Salle de classe,Nsp,"MULTIPOLYGON (((1.6316911110465278 6.332377845917226, 1.6317358040639494 6.332367636404474, 1.6317145388379173 6.332285243838016, 1.6316647998346594 6.3322968862666835, 1.6316911110465278 6.332377845917226)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b26,Centrale,Mô,Mô 1,Boulohou,Bâtiment 4,Cantine,2015,"MULTIPOLYGON (((0.6686699999999999 8.767368333333334, 0.6686633333333342 8.767291666666667, 0.6687133333333323 8.767266666666664, 0.6687183333333342 8.767378333333335, 0.6686699999999999 8.767368333333334)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b27,Savanes,Tône,Tône 4,Korbongou,Bâtiment 2,Salle de classe,1981,"MULTIPOLYGON (((0.2999331061479241 10.987795744312098, 0.3000115555433692 10.987812948951598, 0.3000199012237353 10.987730202818998, 0.2999422863963271 10.987715455981096, 0.2999331061479241 10.987795744312098)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b28,Plateaux,Moyen-Mono,Moyen-Mono 2,Saligbé,Bâtiment 1,Salle de classe,2020,"MULTIPOLYGON (((1.6278603117332222 7.242602752732487, 1.627969191925731 7.24261130809581, 1.6279756600559792 7.242553559390228, 1.6278613897549308 7.242547142866928, 1.6278603117332222 7.242602752732487)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b29,Plateaux,Moyen-Mono,Moyen-Mono 1,Ahassomè,Bâtiment 3,Salle de classe,2006,"MULTIPOLYGON (((1.4970921901455359 7.251043663036434, 1.4971051905313002 7.250957072798753, 1.4972704811502975 7.250969969218185, 1.4972611951604675 7.251054717108133, 1.4970921901455359 7.251043663036434)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b2a,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Bâtiment 3,Salle de classe,2010,"MULTIPOLYGON (((1.6311558265821628 7.006517274366061, 1.6311234972868578 7.0065109007481485, 1.6311443120386293 7.006467604100022, 1.6311759770333458 7.006475296398206, 1.6311558265821628 7.006517274366061)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b2b,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Bâtiment 3,Salle de classe,Nsp,"MULTIPOLYGON (((1.6116607195969976 7.023792654779203, 1.611633967078232 7.0237225581449945, 1.6117334864480422 7.023691758105407, 1.6117591688660577 7.023761854744258, 1.6116607195969976 7.023792654779203)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b2c,Plateaux,Ogou,Ogou 2,Katoré,Bâtiment 3,Salle de classe,1992,"MULTIPOLYGON (((1.3099271658168004 7.345528987960969, 1.309955356424061 7.345515799634613, 1.3099245063255498 7.345471486855195, 1.3098979114130396 7.345486257782163, 1.3099271658168004 7.345528987960969)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b2d,Plateaux,Ogou,Ogou 2,Akparé,Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.3233554826221148 7.4736276651972995, 1.3233318499869229 7.4735744553179, 1.3234263805276931 7.473515875626664, 1.3234519825491522 7.473572014497591, 1.3233554826221148 7.4736276651972995)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b2e,Plateaux,Ogou,Ogou 2,Katoré,Bâtiment 1,Salle de classe,2019,"MULTIPOLYGON (((1.329115 7.338415000000001, 1.3292216666666667 7.338339999999998, 1.3292533333333332 7.338380000000002, 1.3291485510498313 7.338455475746071, 1.329115 7.338415000000001)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b2f,Maritime,Golfe,Golfe 6,Baguida,Bâtiment 4,Non fonctionnel,Nsp,"MULTIPOLYGON (((1.3095382135904834 6.154413276177949, 1.3095709541275045 6.154422576703435, 1.3095896630058024 6.1543218210020125, 1.3095538043223973 6.154317170738408, 1.3095382135904834 6.154413276177949)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b30,Plateaux,Ogou,Ogou 3,Gléi,Bâtiment 4,"Apatam, salle de classe",2018,"MULTIPOLYGON (((1.0495118032144701 7.195112310531542, 1.0494725066951918 7.195039149595736, 1.0495132586411102 7.19501556481786, 1.0495535254448163 7.195089688401332, 1.0495118032144701 7.195112310531542)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b31,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Bâtiment 3,Salle de classe,2008,"MULTIPOLYGON (((0.7252883811690148 10.4100837105178, 0.7253377181751224 10.410078721976298, 0.7253243464631858 10.409983032664497, 0.7252727039895037 10.409999812308998, 0.7252883811690148 10.4100837105178)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b32,Centrale,Sotouboua,Sotouboua 1,Tabindè,Bâtiment 2,Salle de classe,1996,"MULTIPOLYGON (((1.0770684459134503 8.587640344857173, 1.077110887352981 8.587711272645851, 1.0773559717220964 8.587557004688534, 1.0773051615480111 8.587483712610203, 1.0770684459134503 8.587640344857173)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b33,Centrale,Mô,Mô 1,Boulohou,Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((0.7701113255355815 8.690637443667661, 0.7701673287003153 8.690638956240594, 0.7701768155752163 8.690462590195402, 0.7701168340435874 8.690459867562835, 0.7701113255355815 8.690637443667661)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b34,Centrale,Sotouboua,Sotouboua 2,Séssaro,Bâtiment 4,Salle de classe,Nsp,"MULTIPOLYGON (((1.2256947293400984 8.609774715081139, 1.2256844642263565 8.609723242944545, 1.225533659808773 8.609773729791508, 1.2255497229709413 8.609819704416429, 1.2256947293400984 8.609774715081139)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b35,Centrale,Sotouboua,Sotouboua 2,Séssaro,Bâtiment 2,Salle de classe,1990,"MULTIPOLYGON (((1.200838333333334 8.557148333333334, 1.2008844566649421 8.557152117842113, 1.200872789998274 8.557227980973954, 1.2008262900270326 8.557220623802479, 1.200838333333334 8.557148333333334)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b36,Maritime,Vo,Vo 1,Vogan,Bâtiment 5,Cantine,Nsp,"MULTIPOLYGON (((1.467017059485962 6.336476263576242, 1.4670170594859622 6.336437983283443, 1.4671120111071607 6.336441439143326, 1.467110138821672 6.336478921929803, 1.467017059485962 6.336476263576242)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b37,Savanes,Tandjoaré,Tandjoaré 1,Nandoga,Cantine Scolaire,Cantine,2021,"MULTIPOLYGON (((0.2195383333333333 10.6119933333333, 0.219613825185486 10.6119538668276, 0.2195363467056447 10.6118972399638, 0.219488667641128 10.611965582729098, 0.2195383333333333 10.6119933333333)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b38,Maritime,Vo,Vo 1,Vogan,Bâtiment 5,Salle de classe,2010,"MULTIPOLYGON (((1.485557383893914 6.355699671049791, 1.4856283431461859 6.355675428725652, 1.4856726926788564 6.355798844182107, 1.4856017334265843 6.355828596118072, 1.485557383893914 6.355699671049791)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b39,Centrale,Tchamba,Tchamba 2,Bago,Bâtiment 3,Logement,2016,"MULTIPOLYGON (((1.426444087324128 8.396643363354682, 1.4264815768460628 8.396660979996394, 1.4265040705592236 8.396616474794731, 1.4264665810372883 8.396598858150998, 1.426444087324128 8.396643363354682)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b3a,Maritime,Vo,Vo 1,Vogan,Bâtiment 2,Salle de classe,2013,"MULTIPOLYGON (((1.521447849026147 6.342872531949648, 1.5214254549190986 6.342821861703273, 1.5212158079594948 6.342915151779191, 1.5212362961850927 6.342964874909206, 1.521447849026147 6.342872531949648)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b3b,Centrale,Tchamba,Tchamba 2,Koussountou,Bâtiment,Salle de classe,2010,"MULTIPOLYGON (((1.5185589976410445 8.959773707508443, 1.5187945951286317 8.959869803670856, 1.518846876593573 8.959773053792965, 1.5186020140362495 8.959676303889317, 1.5185589976410445 8.959773707508443)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_2b3c,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Bâtiment 2,N/a,Nsp,"MULTIPOLYGON (((1.1944289028109312 6.22499643944769, 1.194482859202988 6.224999475575141, 1.1944787870224556 6.225086511221312, 1.1944289028109312 6.22508145100972, 1.1944289028109312 6.22499643944769)))"
