FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ca,Maritime,Avé,Avé 1,Zolo,Yope,JEP Yope,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.9197643976693533 6.415274805035774)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13c9,Maritime,Avé,Avé 1,Zolo,Alawogbe,JEP Alawogbe,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.8801714319915025 6.378606208313837)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13c8,Maritime,Avé,Avé 1,Zolo,Dzolo,JEP Dzolo-A,S/C BP04 KEVE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.8907110590438171 6.374031139811778)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13c7,Maritime,Avé,Avé 1,Zolo,Dzolo,JEE Dzolo,S/C BP04 KEVE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Avé,Non,MEPSTA,POINT (0.889618160775519 6.374818107369083)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13c6,Maritime,Avé,Avé 1,Zolo,Dzolo,JEP Dzolo-B,S/C BP04 KEVE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.8927349663437057 6.381010971527673)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13c5,Maritime,Avé,Avé 1,Zolo,Tsiviepe,JEEP Tsiviepe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Avé,Non,MEPSTA,POINT (0.917676498882035 6.410385622509937)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13c4,Maritime,Avé,Avé 1,Zolo,Edekope,JEDIL Edekope,S/C IEPP AVE BP 04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.9516912188307719 6.360938219300297)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13c3,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Agove,JEP Agove,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.5871683083397279 6.492766611775459)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13c2,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Mome -gbave,JEP Mome Gbave,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.5834690685177093 6.454890890231799)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13c1,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Dzrekpo bas,JEP Dzrekpo Bas,Nsp,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.5728976849514062 6.471304629366379)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13c0,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Numetukodzi,JEL La Vie Utile,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6368391072448065 6.91018577977955)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13bf,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Kpoguede,JEDIL Dzrekpo Kpoguede,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Bas-Mono,Non,MEPSTA,POINT (1.5764168322194683 6.474226007416049)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13be,Maritime,Golfe,Golfe 1,Bè-Est,Attiegou koclovi-cope,CS La Raison JE,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Lomé-Aéroport,Non,MEPSTA,POINT (1.2705791803400135 6.194489170022238)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13bd,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Mawoussi,JEP Afagnan Gbleta,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6162688062290334 6.495387970368088)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13bc,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Dotse kope,JEC JEan Baptiste Saleri,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6207739697468253 6.491712505432131)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13bb,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Kewome,JEP Kewome,S/C BP 05,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6388796832709494 6.4329523871741605)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ba,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Ametogan kope,JEP Ametogan Kope,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6093073662974686 6.489143006803779)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13b9,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Zooti,JEP Dekadome,Néant,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6105512108007847 6.432517763621051)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13b8,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Zooti atchanve,JEP Zooti Bloukoutou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.599903099226541 6.437193245729074)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13b7,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Zooti atchanve,JEP N'titikope,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6057465384442686 6.446221182162765)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13b6,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Zooti lotipeme,JEP Zooti Atchanve,Nsp,"{Vendredi,Mercredi,Mardi,Lundi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.59833392565731 6.451219952960017)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13b5,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Weme,JEP Weme,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6110238914136967 6.51439643643162)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13b4,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Deveme,JEP Deveme,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6204433424581655 6.479742758906964)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13b3,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Houndjodeke,JEP Houndjodeke,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6043766833565312 6.50290584095164)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13b2,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Adabadji kope,JEP Adabadji Kope,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6137319782975483 6.485902256947246)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13b1,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Adeho-toulassi,JEP Adeho,S/C BP05,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6214776010879417 6.419079950126182)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13b0,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Zooti,JEP Zooti,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.608350107974441 6.416416014563756)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13af,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Zooti,JEP Kpeleheme,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Oui,MEPSTA,POINT (1.6179957938274552 6.410336340746055)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ae,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Zooti,JEP Zooti Attitedome,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6017270829568113 6.422983486573237)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ad,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Zooti,JEP Zooti Atchanme,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.6048122647396044 6.426951517848228)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ac,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Agome,JEC Immaculee Conception Tsihinu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6423457756816302 6.906639169144471)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ab,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Agome kusuntu,JEC Agome Kusuntu St Joseph,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6153019904370943 6.923612195610246)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13aa,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Nyiveme,JEPL Les Merveilles,BP 73,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6300040009647419 6.919675239912944)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13a9,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Lom-nava,JEP Kpalime Lom-nava,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6391187368607026 6.918903090830164)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13a8,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Numetukodzi,JEC Vie De Gloire,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6447738147512088 6.9146390873827555)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13a7,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Agoekodzi,CS Beau Soleil Préscolaire,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kloto-Est,Non,MEPSTA,POINT (0.638229414588918 6.901746091745258)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13a6,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Agoekondzi,CS Le Monde Prescolaire,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6422245101569369 6.89870685579656)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13a5,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Tsive,JEP Kpalime Tsive,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6403450000000004 6.929035000000004)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13a4,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Nyiveme,JEP Kpalime Nyiveme Ga,BP 35 KPALIME,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6279681060491689 6.919139340453574)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13a3,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Numetukondzi,Institut La Sorbonne Prescolaire,BP 532 Kpalime,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6430268673257591 6.912445120727619)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13a2,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Numetukodzi,JEP Kpalime Numetukodzi,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.643023188361097 6.9142232952235965)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13a1,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Nyiveme,JEP Kpalime Nyiveme Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6281381614367036 6.918914475582587)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13a0,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Novissi kpalime,Prescolaire Institut Martin Luther King Jr,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6328448349199906 6.924335687121983)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-139f,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Agome kpalime,JEP Kpalime Centrale,S/C BP 35 KPALIME,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6327083333333337 6.904376666666669)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-139e,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Numetukodzi,JEE Numetukodzi,91564363,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6419087496445294 6.9115678322782585)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-139d,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpogadzi,JEP Kpalime Kpogadzi Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine Prive de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6492125173304092 6.900010754873276)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-139c,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Madjatom,JEP Kpalime Novissi Madjatom,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine Prive de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6570170049058801 6.910776122625167)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-139b,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Agoekodzi,JEP Kpalime Zongo,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine Prive de l'Etat,IEPP Kloto-Est,Oui,MEPSTA,POINT (0.6464407794063128 6.903098356349981)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-139a,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Agoekodzi,JEP Kpalime Agoekodzi Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine Prive de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.640667595467401 6.900970094011913)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1399,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Nogo,JEP Kpalime Nogo,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6520841426195855 6.915713785255804)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1398,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Nogo,JEC Nogo,BP 126,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6469434536365062 6.914308430726637)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1397,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpegolonou,Ecole Primaire Baptsite Biblique De Kpegolonou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6211576227873883 6.920412170513879)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1396,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kliguekodzi,JEP Kliguekodzi,90932544,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6236966666666663 6.9083000000000006)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1395,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Zomayi,Jardin Enfant Evangelique La Bonne Semence,BP 649 KPALIME,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6272235522276669 6.899273213510524)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1394,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Totsoanyi,Jardin d'enfant Evangelique Presbyterienne Temple,BP 45,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6291849999999996 6.910894999999999)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1393,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Zomayi,JEP Zomayi,90325876,"{Lundi,Vendredi,Jeudi,Mercredi,Mardi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6271093207290651 6.896907313871753)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1392,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpegolo,IPl Verchis,123,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.626053223891198 6.914854279666023)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1391,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Zomayi,Jardin Enfants Baptiste JEsus Sauve,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.6290048998817125 6.896634692177154)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1390,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpalime atakpamekodzi,JEP Kpalime Atakpamekodzi Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6368300872803362 6.915219120184184)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-138f,Maritime,Avé,Avé 2,Aképé,Attidjin,JEL Gods Glory,18 BP280 LOME 18,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Avé,Non,MEPSTA,POINT (1.096147969217073 6.238875005116393)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-138e,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Lom-nava,Prescolaire CS La Promotion,BP 676,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kloto-Est,Non,MEPSTA,POINT (0.637303640305604 6.920310933671761)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-138d,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Agome kpodzi,JEP Agome Kpodzi Ga,Nsp,"{Lundi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.633960463324875 6.928740299032986)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-138c,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Agome kpodzi gb,JEP Agome Kpodzi Gb,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6337773744555264 6.928735966475175)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-138b,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpalime atakpamekondji,JEC Christ-roi Kpalime Atakpamekondji,S/C BP 126,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6373183475332843 6.916429763185793)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-138a,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Atakpamekodzi,JEP Kpalime Atakpamekodzi Gb,S/C BP 35,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6369222104382473 6.915231666471328)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1389,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpalime,Complexe Scolaire Docteur Gustav Nachtigal,BP 154 KPALIME,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kloto-Est,Non,MEPSTA,POINT (0.6343033333333332 6.918161666666658)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1388,Maritime,Avé,Avé 2,Noépé,Bakakondji,JEL Les Lumieres,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Avé,Non,MEPSTA,POINT (1.0419144479407059 6.258024158578849)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1387,Maritime,Avé,Avé 2,Noépé,Bakakondji,JEP Noepe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (1.0411068550405231 6.254915519637078)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1386,Maritime,Avé,Avé 2,Noépé,Totsoagni,JEL Patmos,BP 2936,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Avé,Non,MEPSTA,POINT (1.0426060529499661 6.263840300770207)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1385,Maritime,Avé,Avé 2,Noépé,Agblekpui,JEC Ic St Anges De Noepe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Avé,Non,MEPSTA,POINT (1.037897125244986 6.263189113122911)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1384,Maritime,Avé,Avé 2,Noépé,Agblekpui,JEEP Noepe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Avé,Non,MEPSTA,POINT (1.0369669637014962 6.262007547728996)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1383,Maritime,Avé,Avé 2,Noépé,Atide,JEP Kovie Atide,Non,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (1.0680983383236002 6.298600846489073)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1382,Maritime,Avé,Avé 2,Aképé,Akepe,Jardin d'enfant Laique Le Flambeau,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Avé,Non,MEPSTA,POINT (1.0699609839918607 6.246243587030303)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1381,Maritime,Avé,Avé 2,Aképé,Akepe,JEP Akepe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (1.054227445801931 6.245804974106121)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1380,Maritime,Avé,Avé 2,Aképé,Akepe,JEC Akepe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (1.0596821712065008 6.24087280884517)
